ï∂èëID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
1,0.0,0.6546536466957589,0.2834733443593249,0.15724271974073947,0.26726123210947733,0.4780914261977126,0.17094085841947088,0.20701966020937615,0.23145501645353667,0.617213377209431,0.3988620029787654,0.32410184988826285,0.23145501645353667,0.4279604768136347,0.19200613725228272,0.42761797137516366,0.15724271974073945,0.3840122745045653,0.7637625878117187,0.41251430853197113,0.44832651382228283,0.400891848164216,0.49130366641985723,0.4285714128517418,0.40406100300022146,0.22587696744131036,0.32732682334787944,0.2834733443593249,0.37796445914576654,0.48107021779705933,0.36667938536175215,0.2182178822319196,0.400891848164216,0.3223291737873532,0.5345224642189548,0.20044592408210796,0.2834733443593249,0.2964997157890472,0.2223747868417854,0.24174688034051484,0.23622778696610408,0.13957262644034849,0.31872761746514167,0.2535462671186628,0.3065696584977315,0.4545686283752491,0.4187178793210453,0.3901994719736219,0.32732682334787944,0.1709408584194709,0.1543033443023578,0.24000767156535344,0.15724271974073947,0.39009473449435667,0.4364357644638392,0.3857583607558944,0.31052949031406424,0.6013377722463241,0.3065696584977315,0.5705973812283599,0.3668996793950588,0.3585685696482845,0.3030457522501661,0.3585685696482845,0.26726123210947733,0.42857141285174166,0.47172815922221867,0.4629100329070734,0.400891848164216,0.43244996623191884,0.25043515215312595,0.5426094963317732,0.44474957368357076,0.19446110993295762,0.6060915045003322,0.49099023502181915,0.34684397508766396,0.2142857064258708,0.3340765401368467,0.440958535670061,0.2592814799106101,0.34992709327681204,0.400891848164216,0.2223747868417854,0.4629100329070734,0.2535462671186628,0.28571427523449455,0.5669466887186498,0.6060915045003322,0.20145573361709565,0.4717281592222182,0.4834937606810296,0.3187276174651417,0.400891848164216,0.3563483094793031,0.48304587382187775,0.12087344017025739,0.2964997157890472,0.37416572495326833,0.47075652449499844,0.1949202867468286,0.2535462671186628,0.3273268233478795,0.43643576446383925,0.1463850055729847,0.4193139193086384,0.42521001653898743,0.2070196602093761,0.44832651382228256,0.13552618046478626,0.39703331902547945,0.11695217204809721,0.3678835901972778,0.34992709327681204,0.5500190780426283,0.3415650130036311,0.3857583607558944,0.3779644591457666,0.6482036997765255,0.5050762537502769,0.5185629598212204,0.4780914261977127,0.5582905057613937,0.41239303429488544,0.3340765401368467,0.3471825246803051,0.2417468803405148,0.5345224642189547,0.3436215841407566,0.3030457522501661,0.06009622881183947,0.5070925342373257,0.48349376068102967,0.5640760541278679,0.3086066886047155,0.32410184988826274,0.4447495736835708,0.513552572176362,0.4834937606810296,0.23622778696610408,0.46291003290707333,0.25354626711866285,0.1985166595127398,0.3668996793950588,0.2571722405039297,0.27914525288069697,0.2417468803405148,0.20701966020937615,0.2916059110640101,0.3706246447363089
2,0.654653677336582,0.0,0.2886751375177528,0.320256310852885,0.23328473977001393,0.5477225630510547,0.17407765771829692,0.21081851281250555,0.2357022627820863,0.47140452556417267,0.34815531543659384,0.2970442659006828,0.2357022627820863,0.32686022853988445,0.1466471165062083,0.4082482945975244,0.1601281554264425,0.43994134951862485,0.8333333417711342,0.3500700245515878,0.37354368760107887,0.4082482945975243,0.48245064556199435,0.5455447311138183,0.4629100545734071,0.20701966989885512,0.33333333670845366,0.2886751375177528,0.4330127062766292,0.4898979535170294,0.28005601964127025,0.16666666835422683,0.4082482945975243,0.24618298445135714,0.6804138243292072,0.2041241472987621,0.28867513751775287,0.22645540912186193,0.22645540912186193,0.24618298445135703,0.21650635313831462,0.1421338123428964,0.3651483753673697,0.25819889236151805,0.2809757463194891,0.38575837881117253,0.35533453085724104,0.331133092619103,0.33333333670845366,0.17407765771829692,0.15713484185472423,0.21997067475931248,0.1601281554264425,0.25537696181340847,0.5000000050626805,0.3535533941731294,0.2635231410156319,0.6123724418962866,0.2809757463194891,0.4980582501347718,0.320256310852885,0.3651483753673698,0.30860670304893806,0.3651483753673698,0.2721655297316829,0.5455447311138182,0.4803844662793277,0.47140452556417267,0.4082482945975243,0.33028913288220474,0.19127301585570983,0.5100613756152264,0.4529108182437238,0.19802951060045515,0.7715167576223451,0.4166666708855671,0.39735971114292346,0.2182178924455273,0.30618622094814324,0.38490018335700377,0.19802951060045512,0.44543540769756834,0.4082482945975243,0.22645540912186193,0.47140452556417267,0.25819889236151805,0.21821789244552733,0.5773502750355056,0.7715167576223451,0.18463723833851772,0.5604485439925486,0.6154574611283925,0.3651483753673698,0.4082482945975243,0.4082482945975243,0.3162277692187583,0.1230914922256785,0.22645540912186193,0.32659863567801956,0.39223227424786156,0.17864740206149346,0.25819889236151805,0.27777778059037805,0.4444444489446049,0.14907120000938567,0.48038446627932735,0.360843921897191,0.21081851281250547,0.3735436876010786,0.13801311326590346,0.45485883075295197,0.11909826804099569,0.280975746319489,0.44543540769756834,0.5601120392825405,0.29814240001877146,0.3535533941731295,0.2309401100142023,0.6931032871015929,0.5400617303356419,0.4950737765011378,0.5477225630510547,0.5685352493715856,0.44095855630896297,0.30618622094814324,0.29462782847760793,0.24618298445135697,0.6123724418962865,0.29160592471251745,0.30860670304893806,0.061199006755872504,0.38729833854227713,0.3692744766770355,0.6154574611283925,0.3535533941731295,0.2970442659006827,0.5661385228046548,0.5229763656638152,0.6154574611283925,0.21650635313831462,0.5892556569552158,0.2581988923615181,0.22742941537647599,0.320256310852885,0.15713484185472426,0.35533453085724104,0.24618298445135697,0.21081851281250555,0.267261244618541,0.3396831136827928
3,0.2834733473077396,0.2886751270089383,0.0,0.4160251362365131,0.30304575540215384,0.3162277577069288,0.22613350249093203,0.1825741810373271,0.40824827973581634,0.40824827973581634,0.3015113366545761,0.3429971612716557,0.20412413986790817,0.33968310131710433,0.19050018549427603,0.49497473382351803,0.27735009082434203,0.25400024732570137,0.2886751270089383,0.3031695233286545,0.43133108147913163,0.35355338130251285,0.37139066659461023,0.28347334730773954,0.13363061744463467,0.17928428668888335,0.2886751270089383,0.4999999868608799,0.12499999671521997,0.21213202878150778,0.4244373326601163,0.07216878175223458,0.5303300719537692,0.4264014215061418,0.23570225420167523,0.17677669065125637,0.49999998686087993,0.2941741949768958,0.2941741949768958,0.42640142150614163,0.3124999917880499,0.36927446323411484,0.15811387885346434,0.3354101878109787,0.3244428337357382,0.33407654361158656,0.36927446323411484,0.34412359176288004,0.4330126905134075,0.3015113366545761,0.13608275991193883,0.19050018549427605,0.13867504541217104,0.221162928420573,0.4330126905134075,0.5103103496697704,0.4107919073339859,0.2651650359768847,0.3244428337357382,0.3234983111093487,0.2773500908243421,0.3162277577069288,0.400891852333904,0.3162277577069288,0.23570225420167523,0.28347334730773954,0.20801256811825664,0.40824827973581634,0.35355338130251285,0.4767312820951366,0.44172609269160157,0.27607880793225104,0.39223225996919425,0.17149858063582782,0.26726123488926934,0.36084390876117295,0.17206179588144,0.28347334730773954,0.35355338130251285,0.33333332457391995,0.1714985806358278,0.15430334590727146,0.35355338130251285,0.3922322599691943,0.6123724196037246,0.22360679187398583,0.18898223153849306,0.49999998686087993,0.26726123488926934,0.2665008884413384,0.416025136236513,0.21320071075307076,0.26352313142244055,0.5303300719537692,0.11785112710083762,0.27386127155599066,0.26650088844133846,0.19611612998459715,0.28284270504201037,0.33968310131710455,0.25785530478871443,0.22360679187398583,0.2886751270089384,0.3367876481770948,0.25819888296214866,0.2080125681182565,0.43749998850327,0.18257418103732703,0.37741469629424,0.2390457155851779,0.19695964411383088,0.36099742670420043,0.32444283373573823,0.3086066918145429,0.36380342799438536,0.3872983244432231,0.3061862098018623,0.199999994744352,0.4287464515895695,0.33407654361158673,0.34299716127165564,0.23717081828019654,0.36927446323411484,0.32732682675241537,0.2651650359768847,0.40824827973581646,0.3198010661296062,0.17677669065125642,0.3030457554021539,0.400891852333904,0.2914994093416574,0.3354101878109788,0.31980106612960624,0.21320071075307076,0.20412413986790817,0.4287464515895696,0.2941741949768958,0.3396831013171045,0.21320071075307076,0.3749999901456599,0.3061862098018623,0.22360679187398586,0.0656532147046103,0.48536265894259867,0.13608275991193883,0.3077287193617624,0.21320071075307076,0.27386127155599066,0.38575836476817865,0.39223225996919425
4,0.15724271917460983,0.3202562947103704,0.41602513041158506,0.0,0.25214930644975686,0.1754115967958923,0.1672483952647153,0.10127393262909054,0.16984154828053527,0.22645539770738038,0.1672483952647153,0.19026058999817225,0.11322769885369018,0.18842228031681924,0.10567048879508427,0.43145547992513944,0.30769229529857706,0.2465644738551966,0.1601281473551852,0.16816819172532624,0.23925943218455117,0.19611612723869973,0.3090157091277255,0.2620711986243497,0.0741249286803857,0.09944902761399972,0.1601281473551852,0.41602513041158506,0.06933752173526418,0.11766967634321987,0.23543546841545668,0.08006407367759262,0.4902903180967493,0.23652494886849662,0.1307440848257998,0.09805806361934984,0.3466876086763209,0.1631784813933581,0.1631784813933581,0.473049897736993,0.3120188478086888,0.3413943572482223,0.11694106453059483,0.3100868239828397,0.17996850101727513,0.22237478604115712,0.3072549215234,0.2863281318059099,0.2401922210327778,0.33449679052943054,0.0754851325691268,0.10567048879508428,0.1153846107369664,0.1226791180749606,0.2401922210327778,0.5095246448416059,0.37977724735908946,0.14708709542902482,0.17996850101727513,0.17944457413841342,0.15384614764928853,0.1754115967958923,0.3706246434019286,0.1754115967958923,0.1307440848257998,0.2620711986243496,0.11538461073696644,0.22645539770738038,0.29417419085804963,0.370220104831234,0.4900510937262762,0.15314096678946137,0.2175713085244775,0.09513029499908611,0.1482498573607714,0.20016018419398152,0.12725694746929325,0.2620711986243496,0.29417419085804963,0.1849000579607045,0.0951302949990861,0.1283881425818475,0.19611612723869973,0.3263569627867163,0.33968309656107054,0.12403472959313588,0.15724271917460983,0.2773500869410568,0.1482498573607714,0.2660905674770585,0.307692295298577,0.11826247443424825,0.204646862928541,0.4902903180967493,0.0653720424128999,0.1519108989436358,0.3252218046941827,0.1631784813933581,0.15689290179095985,0.3140371338613656,0.14303238616136466,0.12403472959313588,0.2135041964735803,0.29356827015117287,0.2864459380778378,0.1538461476492885,0.3120188478086888,0.1012739326290905,0.239259432184551,0.26519740697066596,0.1456714022782563,0.48631011294864,0.26995275152591264,0.2995723326909775,0.20180183007039146,0.2148344535583784,0.16984154828053524,0.11094003477642271,0.23782573749771518,0.22237478604115718,0.19026058999817222,0.1315586975969192,0.2731154857985778,0.2723523787307091,0.19611612723869973,0.2264553977073804,0.35478742330274476,0.09805806361934986,0.19611612723869978,0.3706246434019286,0.3674881302213747,0.1860520943897039,0.17739371165137238,0.11826247443424825,0.16984154828053527,0.42808632749588743,0.1631784813933581,0.18842228031681937,0.11826247443424825,0.34668760867632087,0.28306924713422543,0.12403472959313593,0.036417850569564085,0.42307690603554343,0.0754851325691268,0.17069717862411116,0.11826247443424825,0.1519108989436358,0.427960475272825,0.21757130852447745
5,0.2672612713740418,0.23328476312412966,0.3030457967719972,0.25214934440198666,0.0,0.2555506541706703,0.21320073985785065,0.14754223897702148,0.2474358569288542,0.329914475905139,0.3045724855112153,0.34647950253187876,0.16495723795256945,0.34313179597898286,0.23092112806150547,0.5428572026991509,0.1400829691122148,0.28223693429739555,0.23328476312412966,0.3429972080954061,0.4357102489809343,0.28571431721007945,0.3564032141931643,0.15272072649945245,0.1619847920032483,0.19317813666156133,0.23328476312412966,0.3030457967719972,0.1515228983859986,0.22857145376806365,0.44099641040837934,0.17496357234309723,0.28571431721007945,0.43073053973564385,0.1904762114733863,0.1428571586050397,0.5555839607486615,0.2377286817311827,0.2377286817311827,0.17229221589425747,0.17677671478366505,0.19894591445165327,0.23425476632311437,0.18070160050073922,0.3277367988003843,0.3779645146742461,0.34815535029039324,0.324442878026572,0.5248907170292917,0.12182899420448609,0.10997149196837969,0.1796053218256154,0.11206637528977184,0.20851443704271916,0.3499271446861945,0.28867516641699664,0.2766416980819152,0.32142860686133934,0.32773679880038437,0.39213922408284085,0.3361991258693156,0.2555506541706703,0.2699746533387472,0.2555506541706703,0.1904762114733863,0.1527207264994524,0.2801659382244297,0.4123930948814238,0.28571431721007945,0.3852571067336293,0.2231053987206631,0.31234755820892846,0.3169715756415769,0.13859180101275145,0.21597972267099777,0.4665695262482593,0.2780938954513474,0.19090090812431548,0.28571431721007945,0.33671755196888586,0.13859180101275145,0.12469595102360127,0.4285714758151191,0.2377286817311827,0.49487171385770856,0.18070160050073922,0.34362163462376805,0.404061062362663,0.21597972267099777,0.40919401274886136,0.2801659382244296,0.17229221589425742,0.19166299062800268,0.28571431721007945,0.14285715860503975,0.25819891820978763,0.21536526986782184,0.15848578782078845,0.28571431721007956,0.41175815517477965,0.2500542987040498,0.225877000625924,0.25272516005114054,0.3110463508321729,0.104328117692098,0.3922323135142014,0.37880724596499654,0.14754223897702146,0.4139247365318874,0.09658906833078071,0.3713907172944583,0.08335143290135,0.22941575916026904,0.18704392653540192,0.3674970086736495,0.36514841192234315,0.28867516641699664,0.2424366374175978,0.4157754030382543,0.48595437600974506,0.38112745278506655,0.22360682239933652,0.37302358959684984,0.41882342463764677,0.4285714758151192,0.4948717138577087,0.38765748576207926,0.21428573790755961,0.40816331030011366,0.2699746533387472,0.08566077389950812,0.31622780087629376,0.38765748576207937,0.17229221589425742,0.3711537853932813,0.24253565177231506,0.2377286817311827,0.3660072490442486,0.17229221589425742,0.2777919803743308,0.16495723795256945,0.18070160050073927,0.07958372513452679,0.3642157196917586,0.13746436496047462,0.2486823930645666,0.21536526986782178,0.2213133584655322,0.3429138653149035,0.356593022596774
6,0.4780914311703557,0.5477225431119811,0.3162277577069287,0.17541159925189753,0.2555506192845552,0.0,0.19069251283805463,0.23094010160715073,0.2581988829621486,0.5163977659242973,0.4767312820951366,0.3253956781771583,0.2581988829621486,0.358057427610597,0.16064386155906168,0.4472135837479716,0.26311739887784635,0.4016096538976542,0.5477225431119811,0.3834824843464401,0.4773960250842037,0.4472135837479716,0.4110541428585125,0.35856857337776676,0.33806169300774,0.22677867784619157,0.3651483620746541,0.3162277577069287,0.3162277577069287,0.3577708669983774,0.30678598747715213,0.18257418103732706,0.4472135837479716,0.2696799378985826,0.4472135837479716,0.22360679187398574,0.3162277577069287,0.3721041939893817,0.24806946265958782,0.26967993789858247,0.23717081828019654,0.15569978474078808,0.26666665965913583,0.2828427050420102,0.30779349753727464,0.42257711625967503,0.3892494618519702,0.3627381155228862,0.3651483620746541,0.1906925128380546,0.17213258864143247,0.24096579233859255,0.17541159925189753,0.27975143512071843,0.5477225431119811,0.38729832444322293,0.2886751270089383,0.4472135837479716,0.30779349753727464,0.4773960250842037,0.5262347977556926,0.39999998948870386,0.33806169300774,0.39999998948870386,0.2981423891653144,0.35856857337776665,0.3508231985037953,0.5163977659242973,0.4472135837479716,0.3618136039854912,0.20952908322481772,0.41905816644963567,0.4961389253191756,0.21693045211810547,0.50709253951161,0.45643545259331764,0.2901904924183089,0.23904571558517776,0.33541018781097875,0.42163701027590494,0.21693045211810547,0.292770014191079,0.4472135837479716,0.24806946265958782,0.5163977659242973,0.2828427050420102,0.23904571558517784,0.6324555154138575,0.50709253951161,0.20225995342393677,0.4385289981297438,0.40451990684787364,0.2666666596591359,0.4472135837479716,0.2981423891653144,0.3464101524107261,0.1348399689492912,0.24806946265958782,0.3577708669983774,0.3580574276105973,0.19569841677342242,0.2828427050420102,0.30429030172887844,0.36514836207465406,0.1632993118943265,0.35082319850379506,0.3952846971336608,0.23094010160715067,0.40919659292931715,0.15118578523079443,0.33218191068580355,0.1304656111822817,0.3077934975372746,0.292770014191079,0.4601789812157282,0.3265986237886531,0.387298324443223,0.44271886078970024,0.5423261302952637,0.4225771162596751,0.5423261302952637,0.3999999894887039,0.46709935422236426,0.34503277060432286,0.33541018781097875,0.3227486037026859,0.40451990684787364,0.4472135837479716,0.3194382741056941,0.33806169300774,0.06704015055370187,0.4242640575630154,0.40451990684787364,0.40451990684787364,0.387298324443223,0.3253956781771582,0.3721041939893817,0.42966891313271666,0.40451990684787364,0.23717081828019654,0.387298324443223,0.28284270504201026,0.1660909553429018,0.3508231985037951,0.344265177282865,0.23354967711118216,0.2696799378985824,0.23094010160715073,0.292770014191079,0.4961389253191755
7,0.17094084548884822,0.17407763640275498,0.22613348303330483,0.1672483832155583,0.21320069240824394,0.19069249642994274,0.0,0.11009636414626921,0.18463721572997135,0.24618295430662848,0.18181816139579904,0.25854381595706216,0.12309147715331423,0.20483659959179012,0.11487592425690059,0.2558408308898928,0.08362419160777915,0.11487592425690056,0.17407763640275498,0.18281808549708534,0.2601024062894288,0.21320069240824396,0.2239569792267955,0.11396056365923214,0.08058228735128428,0.14414997783991448,0.17407763640275498,0.22613348303330483,0.07537782767776828,0.12792041544494642,0.21938170259650244,0.30463586370482126,0.21320069240824396,0.22498849601521953,0.1421337949388293,0.5863019041226708,0.3015113107110731,0.17739369887131148,0.17739369887131148,0.12856485486583968,0.11306674151665244,0.14845390713023537,0.19069249642994268,0.134839957347004,0.1956463732421968,0.24174686205385287,0.222680860695353,0.20751431585116745,0.17407763640275498,0.09090908069789952,0.08206098476887617,0.1148759242569006,0.12543628741166873,0.5334650094488114,0.2611164546041324,0.18463721572997135,0.24771681932910566,0.15990051930618296,0.1956463732421968,0.19507680471707162,0.1672483832155583,0.19069249642994274,0.24174686205385285,0.19069249642994274,0.1421337949388293,0.11396056365923213,0.12543628741166876,0.24618295430662848,0.3198010386123659,0.48871558349560046,0.13318541668260417,0.16648177085325525,0.23652493182841527,0.10341752638282484,0.16116457470256856,0.21759704550344372,0.10375715792558372,0.11396056365923213,0.15990051930618296,0.2010075404740488,0.10341752638282482,0.18609682117671905,0.21320069240824396,0.17739369887131148,0.36927443145994276,0.134839957347004,0.4558422546369287,0.3015113107110732,0.16116457470256856,0.12856485486583966,0.20906047901944783,0.12856485486583968,0.12712833095329515,0.21320069240824396,0.07106689746941465,0.1651445462194038,0.09642364114937974,0.11826246591420765,0.17056055392659522,0.20483659959179024,0.18659110311284235,0.134839957347004,0.14506469700229585,0.20309057580321416,0.0778498856718104,0.1254362874116687,0.22613348303330488,0.11009636414626918,0.2601024062894287,0.07207498891995726,0.11877112402899144,0.06219703437094748,0.1467347799316476,0.13957261588253927,0.32907255389475365,0.23354965701543132,0.18463721572997135,0.12060452428442928,0.3102525791484745,0.24174686205385293,0.20683505276564965,0.14301937232245704,0.1855673839127942,0.1973854863169775,0.15990051930618296,0.24618295430662857,0.12856485486583968,0.10660034620412198,0.45685862658909426,0.16116457470256856,0.11186047255308677,0.20225993602050604,0.1928472822987595,0.12856485486583968,0.12309147715331423,0.15512628957423727,0.17739369887131148,0.23897603285708857,0.12856485486583968,0.1507556553555366,0.12309147715331423,0.5393598293880162,0.03959037467633048,0.20906047901944785,0.08206098476887617,0.18556738391279423,0.12856485486583968,0.1651445462194038,0.1395726158825393,0.23652493182841527
8,0.2070196680147898,0.21081851089386724,0.18257418602209544,0.10127393681211784,0.14754222286381471,0.2309401079124394,0.11009637662542546,0.0,0.14907119865270357,0.29814239730540715,0.27524094156356366,0.31311214586334596,0.29814239730540715,0.2067245578604619,0.09274777924705013,0.25819889001167573,0.10127393681211783,0.13912166887057517,0.21081851089386724,0.35424595457894925,0.236249769529476,0.25819889001167573,0.2034190512946379,0.2070196680147898,0.19518001478966093,0.34914862473527686,0.31622776634080085,0.4564354650552385,0.36514837204419087,0.2581988900116758,0.17712297728947463,0.10540925544693362,0.25819889001167573,0.23354968348771948,0.17213259334111716,0.19364916750875677,0.18257418602209546,0.14322297495461292,0.2148344624319194,0.2335496834877194,0.18257418602209546,0.17978663017438218,0.23094010791243935,0.16329931635283892,0.1777046635097792,0.24397501848707615,0.26967994526157324,0.2513123452324769,0.21081851089386724,0.16514456493813823,0.1490711986527036,0.13912166887057523,0.10127393681211783,0.161514570782915,0.21081851089386724,0.29814239730540715,0.3333333336748202,0.19364916750875683,0.1777046635097792,0.23624976952947596,0.20254787362423568,0.2309401079124394,0.19518001478966093,0.34641016186865914,0.25819889001167573,0.13801311200985988,0.20254787362423574,0.29814239730540715,0.25819889001167573,0.2088931873608402,0.12097167590575753,0.20161945984292928,0.2864459499092258,0.12524485834533833,0.19518001478966093,0.26352313861733406,0.33508312697663584,0.13801311200985988,0.25819889001167573,0.24343224802946065,0.12524485834533833,0.11268723407924587,0.25819889001167573,0.14322297495461292,0.29814239730540715,0.16329931635283892,0.1380131120098599,0.3651483720441909,0.19518001478966093,0.1946247362397661,0.25318484203029457,0.31139957798362583,0.11547005395621968,0.25819889001167573,0.08606629667055858,0.26666666693985625,0.35032452523157903,0.14322297495461292,0.3614784460163461,0.16537964628836962,0.1883108944815944,0.16329931635283892,0.2459549293761785,0.14054567392924483,0.09428090425479341,0.15191090521817674,0.22821773252761932,0.1333333334699281,0.23624976952947582,0.08728715618381924,0.1917853207906302,0.22597307337791342,0.23693955134637226,0.22537446815849174,0.22140372161184327,0.32998316489177704,0.29814239730540715,0.14605934881767638,0.25048971669067666,0.195180014789661,0.2504897166906767,0.28867513489054925,0.2247332877179777,0.15936381474118114,0.19364916750875683,0.22360679797905544,0.23354968348771937,0.12909944500583787,0.18442777857976844,0.2927700221844914,0.05805847503819241,0.24494897452925848,0.23354968348771935,0.15569978899181292,0.14907119865270357,0.18786728751800752,0.14322297495461292,0.2894143810046469,0.15569978899181292,0.18257418602209546,0.14907119865270357,0.16329931635283895,0.23973165098828778,0.30382181043635353,0.0993807991018024,0.13483997263078665,0.15569978899181292,0.13333333346992812,0.2817180851981147,0.21483446243191934
9,0.23145500200931618,0.23570223704085494,0.40824825001240367,0.16984153829286505,0.24743580513541,0.2581988641634119,0.18463721817413825,0.14907118372920153,0.0,0.3333333003048551,0.24618295756551767,0.35006998632016234,0.3333333003048551,0.2773500706312595,0.20739031839672323,0.3464101271895741,0.11322769219524335,0.15554273879754238,0.23570223704085494,0.24753686121686871,0.3521803276343053,0.2886751059913117,0.2274293905387287,0.15430333467287743,0.10910893430688895,0.1463849964376575,0.23570223704085494,0.3061861875093028,0.10206206250310092,0.17320506359478707,0.2970442334602424,0.05892555926021373,0.2886751059913117,0.304635867737491,0.19245007066087447,0.14433755299565582,0.40824825001240367,0.24019220690807916,0.24019220690807916,0.17407763870713763,0.20412412500620183,0.2512594289186508,0.12909943208170588,0.1825741677446128,0.3311330564557949,0.2727723357672223,0.2512594289186507,0.23414642969492042,0.3535533555612824,0.12309147878275883,0.11111110010161838,0.15554273879754243,0.11322769219524335,0.18057876173592693,0.3535533555612824,0.2499999752286413,0.2608745715261026,0.21650632949348375,0.26490644516463596,0.3081577866800171,0.22645538439048674,0.2581988641634119,0.2182178686137779,0.2581988641634119,0.19245007066087447,0.15430333467287738,0.1698415382928651,0.3333333003048551,0.2886751059913117,0.3113995468094466,0.18033390906502098,0.2705008635975315,0.3202562758774388,0.21004199179209732,0.2182178686137779,0.29462779630106867,0.23414642969492036,0.15430333467287738,0.21650632949348375,0.27216550000826917,0.1400279945280649,0.12598814518615106,0.2886751059913117,0.24019220690807916,0.4999999504572827,0.1825741677446128,0.15430333467287743,0.4082482500124037,0.2182178686137779,0.217597048383922,0.2830692304881084,0.17407763870713763,0.17213257610894125,0.2886751059913117,0.09622503533043723,0.2236067755938023,0.13055822903035322,0.1601281379387194,0.23094008479304945,0.23112505885938306,0.2947531431675353,0.1825741677446128,0.23570223704085494,0.19641853086737907,0.10540924489442408,0.22645538439048668,0.3572172187608532,0.1490711837292015,0.30815778668001687,0.09758999762510505,0.21442248572141168,0.1263227756432295,0.19867983387347696,0.2519762903723021,0.29704423346024245,0.3162277346832724,0.3333333003048551,0.24494895000744224,0.3500699863201623,0.27277233576722243,0.28005598905612983,0.19364914812255893,0.30151131470238085,0.22271767952560673,0.2886751059913117,0.2916666377667483,0.17407763870713763,0.14433755299565584,0.2474358051354101,0.2182178686137779,0.12982268385883633,0.2738612516169192,0.26111645806070644,0.17407763870713763,0.16666665015242754,0.21004199179209737,0.3202562758774388,0.27735007063125966,0.17407763870713763,0.20412412500620183,0.16666665015242754,0.18257416774461283,0.053605621430352926,0.2830692304881084,0.16666665015242757,0.2512594289186508,0.17407763870713763,0.2236067755938023,0.18898221777922658,0.32025627587743877
10,0.6172134060978762,0.47140452556417267,0.40824829459752426,0.22645540912186193,0.32991444287743177,0.5163977847230362,0.24618298445135697,0.29814240001877146,0.3333333367084536,0.0,0.49236596890271406,0.4200840294619055,0.3333333367084536,0.5547002018417687,0.20739034104598716,0.5773502750355057,0.2264554091218619,0.3110855115689807,0.707106788346259,0.4950737765011379,0.5282705491443044,0.5773502750355057,0.45485883075295175,0.30860670304893806,0.21821789244552733,0.2927700248489621,0.47140452556417267,0.40824829459752426,0.20412414729876213,0.4618802200284047,0.49507377650113793,0.23570226278208634,0.5773502750355057,0.43519414429574266,0.3849001833570038,0.28867513751775276,0.40824829459752426,0.32025631085288503,0.32025631085288503,0.34815531543659395,0.30618622094814324,0.20100756508711654,0.258198892361518,0.3651483753673698,0.39735971114292373,0.5455447311138183,0.5025189127177914,0.4682929105324817,0.47140452556417267,0.24618298445135697,0.22222222447230247,0.31108551156898073,0.2264554091218619,0.3611575629141583,0.47140452556417267,0.5000000050626805,0.37267800002346424,0.5773502750355057,0.39735971114292373,0.5282705491443043,0.45291081824372387,0.5163977847230362,0.43643578489105467,0.5163977847230362,0.3849001833570038,0.30860670304893806,0.45291081824372403,0.6666666734169074,0.5773502750355057,0.46709937122646333,0.2705008931391489,0.5410017862782981,0.6405126217057701,0.28005601964127025,0.43643578489105467,0.5892556569552159,0.28097574631948896,0.30860670304893806,0.4330127062766293,0.5443310594633659,0.2800560196412702,0.251976317890836,0.5773502750355057,0.32025631085288503,0.6666666734169074,0.3651483753673698,0.46291005457340717,0.8164965891950486,0.43643578489105467,0.26111648657744535,0.45291081824372376,0.34815531543659384,0.2581988923615181,0.5773502750355057,0.1924500916785019,0.5962848000375429,0.17407765771829695,0.32025631085288503,0.4618802200284046,0.4622501682014743,0.2526455788780833,0.3651483753673698,0.39283710463681054,0.3142696837094484,0.21081851281250547,0.33968311368279275,0.5103103682469055,0.29814240001877135,0.5282705491443039,0.19518001656597478,0.3216337637079964,0.16843038591872228,0.39735971114292373,0.251976317890836,0.4950737765011379,0.42163702562501104,0.5000000050626805,0.3265986356780195,0.5601120392825404,0.4364357848910548,0.5601120392825405,0.38729833854227713,0.5025189127177914,0.3563483261580546,0.4330127062766293,0.41666667088556725,0.34815531543659384,0.28867513751775287,0.41239305359678985,0.43643578489105467,0.08654846535791756,0.7302967507347398,0.5222329731548907,0.34815531543659384,0.3333333367084536,0.4200840294619054,0.32025631085288503,0.46225016820147424,0.34815531543659384,0.30618622094814324,0.3333333367084536,0.3651483753673699,0.10721125456933214,0.45291081824372387,0.2222222244723025,0.20100756508711654,0.34815531543659384,0.29814240001877146,0.3779644768362541,0.48038446627932746
